Id;cod_ind_p;nome_ind_p;definicao_p;inter_p;met_calc_p;fonte_p;valor_ref_p;period_p;atuali_p;period_c_p;abrang_g_p;nivel_a_p;dimen_p;limit_p;bibli_p;quest_pen_p;bobs_p;periodo_inic;periodo_fin;sexo;ajuste;cobertura;renda;escolaridade;situacao;pnad;sus;especialista;esfera;fxetaria;tabela;erro;porte;status
29;B11;Internação por condições sensíveis à atenção primária;Percentual de internações hospitalares pagas pelo Sistema Único de Saúde (SUS), por condições sensíveis à atenção primária em relação ao número total de internações hospitalares pagas pelo Sistema Único de Saúde (SUS), na população residente em determinado espaço geográfico, no ano considerado.;1 - Revela o resultado das ações e serviços de promoção da saúde, prevenção de riscos, e do diagnóstico e tratamento precoces. 2 - Mensura, de forma indireta, a avaliação da atenção primária e a eficiência no uso dos recursos.;Numerador: número de internações hospitalares de residentes financiadas pelo SUS, por causas sensíveis à atenção primária X 100. Denominador: número total de internações hospitalares de residentes financiadas pelo SUS.;SIH-SUS.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Efetividade.;1 - O uso das CSAP como instrumento de monitoramento da atenção básica requer que os dados sobre altas hospitalares sejam completos, que os diagnósticos registrados sejam confiáveis, e que as condições selecionadas como sensíveis à atenção ambulatorial sejam válidas. 2 - A oferta de serviços reflete a disponibilidade de recursos humanos, materiais, tecnológicos e financeiros, bem como os critérios técnico-administrativos de pagamento de internações hospitalares adotados no âmbito do SUS. 3 - Não são consideradas as internações em unidades hospitalares sem vínculo com o SUS, as quais podem concentrar atendimento em determinadas especialidades assistenciais, influenciando o padrão de atendimento no SUS. 4 - O sistema de informação utilizado pode não detectar inconsistências na classificação da causa de internação registrada. 5 - Falhas na codificação da causa de internação podem interferir nos resultados do indicador e exigem cautela na interpretação. 6 - A ocorrência eventual de múltiplas internações por pessoa em uma área e período considerado pode superestimar o valor do indicador.;1 - Perpetuo IHO, Wong LR. Atenção hospitalar por condições sensíveis à atenção ambulatorial (CSAA) e as mudanças do seu padrão etário: uma análise exploratória dos dados de Minas Gerais. Anais do XII Seminário sobre a Economia Mineira. 2006. Uberlândia (MG): Universidade Federal de Uberlândia. Uberlândia 2006. 2 - Alfradique, Maria Elmira et al. Internações por condições sensíveis à atenção primária: a construção da lista brasileira como ferramenta para medir o desempenho do sistema de saúde (Projeto ICSAP - Brasil). Cad. Saúde Pública [online]. 2009, vol.25, n.6, pp. 1337-1349.;;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
30;B12;Internação por asma;Taxa de internação hospitalar por asma de residentes de 15 anos ou mais de idade, por 100 mil habitantes, em determinado espaço geográfico, no ano considerado.;1 - Estima o risco da ocorrência de casos de asma que motivaram internação hospitalar, e dimensiona sua magnitude como problema de saúde pública. 2 - Reflete as condições de acesso aos serviços hospitalares que por sua vez guarda relação com a oferta desses serviços no SUS. Expressa parcialmente o quadro nosológico da população residente para a causa considerada. 3 - Revela o resultado das ações e serviços de promoção da saúde, prevenção de riscos, e do diagnóstico e tratamento precoces. 4 - É um indicador de efetividade da atenção primária em saúde, por se tratar de uma internação evitável por ações da atenção básica.;Numerador: número de internações hospitalares de residentes de 15 anos ou mais de idade pagas pelo SUS, por asma X 100.000. Denominador: população total residente de 15 anos ou mais de idade. As taxas foram padronizadas por sexo e idade pelo método direto. Códigos CID-10: J45-46.;SIH-SUS e IBGE.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Efetividade.;1 - A oferta de serviços reflete a disponibilidade de recursos humanos, materiais, tecnológicos e financeiros, bem como os critérios técnico-administrativos de pagamento de internações hospitalares adotados no âmbito do SUS. 2 - Não são consideradas as internações em unidades hospitalares sem vínculo com o SUS, as quais podem concentrar atendimento em determinadas especialidades assistenciais, influenciando o padrão de atendimento no SUS. 3 - O sistema de informação utilizado pode não detectar inconsistências na classificação da causa de internação registrada. 4 - Falhas na codificação da causa de internação podem interferir nos resultados do indicador e exigem cautela na interpretação. 5 - A ocorrência eventual de múltiplas internações por pessoa em uma área e período considerado pode superestimar o valor do indicador.;1 - Perpetuo IHO, Wong LR. Atenção hospitalar por condições sensíveis à atenção ambulatorial (CSAA) e as mudanças do seu padrão etário: uma análise exploratória dos dados de Minas Gerais. Anais do XII Seminário sobre a Economia Mineira. 2006. Uberlândia (MG): Universidade Federal de Uberlândia. Uberlândia 2006. 2 - Alfradique, Maria Elmira et al. Internações por condições sensíveis à atenção primária: a construção da lista brasileira como ferramenta para medir o desempenho do sistema de saúde (Projeto ICSAP - Brasil). Cad. Saúde Pública [online]. 2009, vol.25, n.6, pp. 1337-1349.;Indicador padronizado por sexo e idade pelo método direto usando como referência a população brasileira de 2000. Para informações sobre o ajuste, ver bibliografia.;;2000;2017;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
31;B13;Internação por pneumonia bacteriana;Taxa de internação hospitalar por pneumonia bacteriana de residentes de 18 anos ou mais de idade, por 100 mil habitantes, em determinado espaço geográfico, no ano considerado.;1 - Estima o risco da ocorrência de casos de pneumonia bacteriana que motivaram internação hospitalar, e dimensiona sua magnitude como problema de saúde pública. 2 - Reflete as condições de acesso aos serviços hospitalares que por sua vez guarda relação com a oferta desses serviços no SUS. Expressa parcialmente o quadro nosológico da população residente para a causa considerada. 3 - Revela o resultado das ações e serviços de promoção da saúde, prevenção de riscos, e do diagnóstico e tratamento precoces. 4 - É um indicador de efetividade da atenção primária em saúde, por se tratar de uma internação evitável por ações da atenção básica.;Numerador: número de internações hospitalares de residentes de 18 anos ou mais de idade pagas pelo SUS, por pneumonia bacteriana X 100.000. Denominador: população total residente de 18 anos ou mais de idade. As taxas foram padronizadas por sexo e idade pelo método direto. Códigos CID-10: J13 J14 J15.3 J15.4 J15.8 J15.9.;SIH-SUS e IBGE.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Efetividade.;1 - A oferta de serviços reflete a disponibilidade de recursos humanos, materiais, tecnológicos e financeiros, bem como os critérios técnico-administrativos de pagamento de internações hospitalares adotados no âmbito do SUS. 2 - Não são consideradas as internações em unidades hospitalares sem vínculo com o SUS, as quais podem concentrar atendimento em determinadas especialidades assistenciais, influenciando o padrão de atendimento no SUS. 3 - O sistema de informação utilizado pode não detectar inconsistências na classificação da causa de internação registrada. 4 - Falhas na codificação da causa de internação podem interferir nos resultados do indicador e exigem cautela na interpretação. 5 - A ocorrência eventual de múltiplas internações por pessoa em uma área e período considerado pode superestimar o valor do indicador.;1 - Perpetuo IHO, Wong LR. Atenção hospitalar por condições sensíveis à atenção ambulatorial (CSAA) e as mudanças do seu padrão etário: uma análise exploratória dos dados de Minas Gerais. Anais do XII Seminário sobre a Economia Mineira. 2006. Uberlândia (MG): Universidade Federal de Uberlândia. Uberlândia 2006. 2 - Alfradique, Maria Elmira et al. Internações por condições sensíveis à atenção primária: a construção da lista brasileira como ferramenta para medir o desempenho do sistema de saúde (Projeto ICSAP - Brasil). Cad. Saúde Pública [online]. 2009, vol.25, n.6, pp. 1337-1349.;Indicador padronizado por sexo e idade pelo método direto usando como referência a população brasileira de 2000. Para informações sobre o ajuste, ver bibliografia.;;2000;2017;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
32;B14;Internação por gastroenterite;Taxa de internação hospitalar por gastroenterite de residentes de 1 a 4 anos de idade, por 100 mil habitantes, em determinado espaço geográfico, no ano considerado.;1 - Estima o risco da ocorrência de casos de gastroenterites que motivaram internação hospitalar, e dimensiona sua magnitude como problema de saúde pública. 2 - Reflete as condições de acesso aos serviços hospitalares que por sua vez guarda relação com a oferta desses serviços no SUS. Expressa parcialmente o quadro nosológico da população residente para a causa considerada. 3 - Revela o resultado das ações e serviços de promoção da saúde, prevenção de riscos, e do diagnóstico e tratamento precoces. 4 - É um indicador de efetividade da atenção primária em saúde, por se tratar de uma internação evitável por ações da atenção básica.;Numerador: número de internações hospitalares de residentes de 1 a 4 anos de idade pagas pelo SUS, por gastroenterite X 100.000. Denominador: população total residente de 1 a 4 anos de idade. As taxas foram padronizadas por sexo e idade pelo método direto. Códigos CID-10: A00-A09.;SIH-SUS e IBGE.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Efetividade.;1 - A oferta de serviços reflete a disponibilidade de recursos humanos, materiais, tecnológicos e financeiros, bem como os critérios técnico-administrativos de pagamento de internações hospitalares adotados no âmbito do SUS. 2 - Não são consideradas as internações em unidades hospitalares sem vínculo com o SUS, as quais podem concentrar atendimento em determinadas especialidades assistenciais, influenciando o padrão de atendimento no SUS. 3 - O sistema de informação utilizado pode não detectar inconsistências na classificação da causa de internação registrada. 4 - Falhas na codificação da causa de internação podem interferir nos resultados do indicador e exigem cautela na interpretação. 5 - A ocorrência eventual de múltiplas internações por pessoa em uma área e período considerado pode superestimar o valor do indicador.;1 - Perpetuo IHO, Wong LR. Atenção hospitalar por condições sensíveis à atenção ambulatorial (CSAA) e as mudanças do seu padrão etário: uma análise exploratória dos dados de Minas Gerais. Anais do XII Seminário sobre a Economia Mineira. 2006. Uberlândia (MG): Universidade Federal de Uberlândia. Uberlândia 2006. 2 - Alfradique, Maria Elmira et al. Internações por condições sensíveis à atenção primária: a construção da lista brasileira como ferramenta para medir o desempenho do sistema de saúde (Projeto ICSAP - Brasil). Cad. Saúde Pública [online]. 2009, vol.25, n.6, pp. 1337-1349.;Indicador padronizado por sexo e idade pelo método direto usando como referência a população brasileira de 2000. Para informações sobre o ajuste, ver bibliografia.;;2000;2017;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
33;B15;Internação por insuficiência cardíaca;Taxa de internação hospitalar por insuficiência cardíaca de residentes de 40 anos ou mais de idade, por 100 mil habitantes, em determinado espaço geográfico, no ano considerado.;1 - Estima o risco da ocorrência de casos de insuficiência cardíaca que motivaram internação hospitalar, e dimensiona sua magnitude como problema de saúde pública. 2 - Reflete as condições de acesso aos serviços hospitalares que por sua vez guarda relação com a oferta desses serviços no SUS. Expressa parcialmente o quadro nosológico da população residente para a causa considerada. 3 - Revela o resultado das ações e serviços de promoção da saúde, prevenção de riscos, e do diagnóstico e tratamento precoces. 4 - É um indicador de efetividade da atenção primária em saúde, por se tratar de uma internação evitável por ações da atenção básica.;Numerador: número de internações hospitalares de residentes de 40 anos ou mais de idade pagas pelo SUS, por insuficiência cardíaca X 100.000. Denominador: população total residente de 40 anos ou mais de idade. As taxas foram padronizadas por sexo e idade pelo método direto. Códigos CID-10: I50, J81.;SIH-SUS e IBGE.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Efetividade.;1 - A oferta de serviços reflete a disponibilidade de recursos humanos, materiais, tecnológicos e financeiros, bem como os critérios técnico-administrativos de pagamento de internações hospitalares adotados no âmbito do SUS. 2 - Não são consideradas as internações em unidades hospitalares sem vínculo com o SUS, as quais podem concentrar atendimento em determinadas especialidades assistenciais, influenciando o padrão de atendimento no SUS. 3 - O sistema de informação utilizado pode não detectar inconsistências na classificação da causa de internação registrada. 4 - Falhas na codificação da causa de internação podem interferir nos resultados do indicador e exigem cautela na interpretação. 5 - A ocorrência eventual de múltiplas internações por pessoa em uma área e período considerado pode superestimar o valor do indicador.;1 - Perpetuo IHO, Wong LR. Atenção hospitalar por condições sensíveis à atenção ambulatorial (CSAA) e as mudanças do seu padrão etário: uma análise exploratória dos dados de Minas Gerais. Anais do XII Seminário sobre a Economia Mineira. 2006. Uberlândia (MG): Universidade Federal de Uberlândia. Uberlândia 2006. 2 - Alfradique, Maria Elmira et al. Internações por condições sensíveis à atenção primária: a construção da lista brasileira como ferramenta para medir o desempenho do sistema de saúde (Projeto ICSAP - Brasil). Cad. Saúde Pública [online]. 2009, vol.25, n.6, pp. 1337-1349.;Indicador padronizado por sexo e idade pelo método direto usando como referência a população brasileira de 2000. Para informações sobre o ajuste, ver bibliografia.;;2000;2017;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
34;B16;Mortalidade por diabetes;Taxa de mortalidade por diabetes, por 100 mil habitantes com 20 a 79 anos de idade, na população residente em determinado espaço geográfico, no ano considerado.;1- Estima o risco de morte por diabete em qualquer de suas formas clínicas e dimensiona a magnitude da doença como problema de saúde pública. 2 - Expressa também as condições de diagnóstico e da assistência médica dispensada, pois as complicações agudas do diabetes (códigos E10.0 e E10.1) são causas evitáveis de óbito. Em geral, as mortes por diabetes abaixo dos 20 anos de idade são consideradas evitáveis. 3- Está associado à mortalidade por doenças do aparelho circulatório, em especial o acidente vascular cerebral, a doença hipertensiva e a doença isquêmica do coração.;Numerador: número de óbitos de residentes com 20 a 79 anos de idade por diabetes X 100.000. Denominador: população total residente com 20 a 79 anos de idade. Códigos CID-10: E10-E14.;SIM e IBGE.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Efetividade.;;;;;2000;2016;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
35;B18;Mortalidade materna (direta);Número de óbitos maternos devidos a causas diretas por 100.000 nascidos vivos, em determinado espaço geográfico, no ano considerado.;Morte materna obstétrica direta é aquela que ocorre por complicações obstétricas durante gravidez, parto ou puerpério devido a intervenções, omissões, tratamento incorreto ou a uma cadeia de eventos resultantes de qualquer dessas causas. Expressa a qualidade do cuidado obstétrico, uma vez que óbitos maternos são majoritariamente classificados como evitáveis. Óbito materno é a morte de uma mulher durante a gestação, independentemente da duração ou da localização da gravidez. É causada por qualquer fator relacionado ou agravado pela gravidez ou por medidas tomadas em relação a ela. Não é considerada morte materna a que é provocada por fatores acidentais ou incidentais. Embora as mortes maternas devido a causas diretas expressem a efetividade do cuidado recebido, também podem retratar indiretamente problemas no acesso, adequação e segurança do paciente.;Numerador: número de mortes de mulheres entre 10 e 49 anos classificadas no Capítulo XV da CID 10, com exceção dos códigos O96 e O97 (Morte Materna Tardia e Morte por Sequela de Causa Obstétrica Direta), em um determinado ano e local de residência x 100.000. Inclui os óbitos codificados na CID 10 como: O00.0 a O08.9, O11 a O23.9, O24.4, O26.0 a O92.7. Denominador: número de nascidos vivos, de mães residentes no mesmo local, no ano considerado.;SIM e SINASC.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 ( Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades ) a redução da taxa de mortalidade materna global para menos de 70 mortes por 100.000 nascidos vivos Link: https://nacoesunidas.org/pos2015/ods3/;Anual.;Anual.;2000 - 2015;Regiões de Saúde.;;Efetividade.;1 - Foram excluídos do indicador as mortes por causas desconsideradas como mortes maternas, cujos códigos foram: 096 (morte por causa obstétrica que ocorre mais de 42 dias a um ano após o término da gestação) e o código 097 (morte por sequela de causas obstétricas diretas na CID no manual do comitê é referida como aquela que acorre um ano ou mais após o término da gestação). As mortes obstétricas classificadas em outros capitulo da CID-10 que não os códigos do Capitulo XV Complicações de Gravidez, Parto e Puerpério da CID-10 morte materna direta, também foram excluídas: D39.2- Neoplasia de placenta, E23.0 - Hipopituitarismo, F53- Transtorno mental no puerpério, M83.0 - Osteomalácia puerperal, B20-B24 - HIV, e A34 - Tétano obstétrico. Esta escolha se justifica pela necessidade de investigação do óbito para sua classificação como morte materna. 2 - O denominador ideal seria o número de partos, mas na ausência dessa informação para a população brasileira, utiliza-se o número de nascidos vivos.;BRASIL. Ministério da Saúde. Secretaria de Atenção à Saúde. Departamento de Ações Programáticas Estratégicas. Manual dos comitês de mortalidade materna / Ministério da Saúde, Secretaria de Atenção à Saúde, Departamento de Ações Programáticas Estratégicas - 3. ed. - Brasília: Editora do Ministério da Saúde, 2007. 104 p. - (Série A. Normas e Manuais Técnicos).;;;2000;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
36;B19;Amputação de membros inferiores por diabetes mellitus;Percentual de usuários internados com diabetes mellitus que realizaram amputação não traumática de membros inferiores, em determinado espaço geográfico, no ano considerado.;É uma medida de complicações do diabetes mellitus, que depende do cuidado adequado.;Numerador: total de internações de usuários com diabetes mellitus para amputação não traumática de membros inferiores. Denominador: total de internações de usuários com diabetes mellitus. Procedimentos: 0408050012 e 0408050020. Códigos CID-10: E10-E14.;SIH-SUS.;;Mensal.;Anual.;2008 - 2015;Brasil, Grandes Regiões e UFs.;;Efetividade.;;GREENFIELD, S NICOLUCCI, A & MATTKE, S. Selecting indicators for the quality of diabetes care at the health systems level in OECD (Organizational for Economic Co-operation and Development) countries. OECD Health Technical Papers, V.15. 18 pp. França. 2004.;;;2008;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
37;C04;Amigdalectomias e adenoidectomias - day case;Percentual de amigdalectomias e adenoidectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência em relação o número total de amigdalectomias e adenoidectomias efetuadas, em determinado espaço geográfico, no ano considerado.;Esse indicador mostra a percentagem de cirurgias realizadas em ambulatório ou hospital-dia. É considerado um indicador de eficiência no uso dos recursos, já que o procedimento ao ser realizado sem internação teria um menor custo, liberaria um leito para outro fins e o paciente permaneceria menos tempo no âmbito hospitalar.;Numerador: número de amigdalectomias e adenoidectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência X 100. Denominador: número total de amigdalectomias e adenoidectomias efetuadas. Procedimento (SIH/ 2000-2007): 37011030, 37003038 e 37002031. Procedimentos (SIA): 0813201, 0813212 e 0813202. Procedimentos (SIH e SIA/2008-2010): 0404010016, 0404010024 e 0404010032.;SIH-SUS e SIA.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Eficiência.;Os dados são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as amigdalectomias e adenoidectomias realizadas em instituições privadas com pagamento do procedimento pelo usuário ou plano de saúde.;1 - McGinn, P. European ophthalmic surgeons maintain relentless momentum to perform more operations more quickly. Special OECD Report, 2007. Disponível em: http://www.escrs.org/PUBLICATIONS/EUROTIMES/07SEPT/SPECIALOECDREPORT.PDF 2 - NHSScotland Quality Improvement Hub. Increasing the same day care rate for hernia repairs. Disponível em: www.nodelaysscotland.scot.nhs.uk;;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
38;C05;Vasectomias - day case;Percentual de vasectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência em relação ao número total de vasectomias efetuadas, em determinado espaço geográfico, no ano considerado.;Esse indicador mostra a percentagem de cirurgias de realizadas em ambulatório ou hospital-dia. É considerado um indicador de eficiência no uso dos recursos, já que o procedimento ao ser realizado sem internação teria um menor custo, liberaria um leito para outro fins e o paciente permaneceria menos tempo no âmbito hospitalar.;Numerador: número de vasectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência X 100. Denominador: número total de vasectomias efetuadas. Procedimento (SIH/2002-2007): 31005098. Procedimento (SIA/2002-2007): 0811107. Procedimento (SIH e SIA/2008-2010): 0409040240.;SIH-SUS e SIA.;;Mensal.;Anual.;2008 - 2015;Regiões de Saúde.;Básica;Eficiência.;Os dados são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as vasectomias realizadas em instituições privadas com pagamento do procedimento pelo usuário ou plano de saúde.;1 - McGinn, P. European ophthalmic surgeons maintain relentless momentum to perform more operations more quickly. Special OECD Report, 2007. Disponível em: http://www.escrs.org/PUBLICATIONS/EUROTIMES/07SEPT/SPECIALOECDREPORT.PDF 2 - NHSScotland Quality Improvement Hub. Increasing the same day care rate for hernia repairs. Disponível em: www.nodelaysscotland.scot.nhs.uk;;;2008;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
39;C06;Hemorroidectomias - day case;Percentual de hemorroidectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência em relação ao número total de hemorroidectomias efetuadas, em determinado espaço geográfico, no ano considerado.;Esse indicador mostra a percentagem de cirurgias realizadas em ambulatório ou hospital-dia. É considerado um indicador de eficiência no uso dos recursos, já que o procedimento a ser realizado sem internação teria um menor custo, liberaria um leito para outro fins e o paciente permaneceria menos tempo no âmbito hospitalar.;Numerador: número de hemorroidectomias realizadas em regime hospitalar com menos de 1 dia de permanência X 100. Denominador: número total de hemorroidectomias efetuadas. Procedimentos (SIH/2000-2007): 33018073, 33027072, 33030073. Procedimento (SIA/2000-2007): 0802207. Procedimentos (SIH e SIA/2008-2010): 0407020284, 0407020314 e 0407020497.;SIH-SUS e SIA.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Eficiência.;Os dados são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as cirurgias de hemorroídas realizadas em instituições privadas com pagamento do procedimento pelo usuário ou plano de saúde.;;;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
40;C08;Herniorrafia inguinal - day case;Percentual de cirurgias de hérnia inguinal realizadas em regime hospitalar com menos de 1 dia de permanência em relação ao número total de cirurgias de hérnia inguinal efetuadas, em determinado espaço geográfico, no ano considerado.;Esse indicador mostra a percentagem de cirurgias realizadas em ambulatório ou hospital-dia. É considerado um indicador de eficiência no uso dos recursos, já que o procedimento a ser realizado sem internação teria um menor custo, liberaria um leito para outro fins e o paciente permaneceria menos tempo no âmbito hospitalar. Cirurgias para hernia inguinal já vem sendo feitas ambulatorialmente em muitos países. No Brasil, o procedimento não consta do sistema ambulatorial e um proxy da eficiência é dado pelo percentual de cirurgias realizadas em regime hospitalar com tempo de permanência menor que 1 dia.;Numerador: número de cirurgias de hérnia inguinal realizadas em regime hospitalar com menos de 1 dia X 100. Denominador: número total de cirurgias de hérnia inguinal realizadas em regime hospitalar. Procedimentos (SIH/1998-2007): 33005117, 33006113, 33012113 e 33011117. Procedimentos (SIH/2008-2010): 0407040099 e 0407040102.;SIH-SUS.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Media e alta complexidades;Eficiência.;Os dados são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as cirurgias realizadas em instituições privadas com pagamento do procedimento pelo usuário ou plano de saúde.;NHSScotland Quality Improvement Hub. Increasing the same day care rate for hernia repairs. Disponível em: www.nodelaysscotland.scot.nhs.uk;Cirurgias para hernia inguinal já vem sendo feitas ambulatorialmente em muitos países. No Brasil, o procedimento não consta do sistema ambulatorial e um proxy da eficiência é dado pelo percentual de cirurgias realizadas em regime hospitalar com tempo de permanência menor que 1 dia.;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
41;D01;Abandono do tratamento de tuberculose;Taxa de abandono do tratamento de tuberculose, por 1.000 casos notificados, na população residente em determinado espaço geográfico, no ano considerado.;Expressa a aceitabilidade do tratamento pelo usuário. Considera-se encerrado por abandono o caso em que o doente fica 30 dias ou mais sem tomar a medicação, para os casos em tratamento supervisionado, ou 30 dias após a última consulta agendada, quando o tratamento é auto-administrado.;Numerador: número de casos de tuberculose encerrados por abandono de tratamento. Denominador: número de casos de tuberculose notificados.;Sinan.;A OMS preconiza que os programas de controle da tuberculose tenham uma taxa de abandono de tratamento inferior a 5%.;Anual.;Anual.;2001 - 2015;Regiões de Saúde.;;Aceitabilidade.;Apresenta restrição no uso sempre que ocorra elevada proporção de registros sem informação do desfecho de tratamento ou grande volume de transferências não confirmadas pela vinculação de registros.;;;;2001;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
42;D02;Idosos não vacinados contra gripe;Percentual de pessoas de 60 anos ou mais de idade não vacinadas contra gripe/influenza, em relação ao total da população idosa, em determinado espaço geográfico, no ano considerado.;Pode expressar o grau de aceitabilidade da vacinação contra gripe pela população idosa.;Numerador: número de pessoas de 60 anos ou mais de idade não vacinadas contra gripe X 100. Denominador: população total de 60 anos ou mais residente.;SI-PNI.;O Ministério da Saúde estabeleceu a meta de vacinar 80% da população com 60 anos ou mais de idade.;Mensal.;Anual.;2000 - 2014;Regiões de Saúde.;;Aceitabilidade.;;1 - Brasil. Campanha Nacional de Vacinação contra a Influenza. Informe Técnico. Brasília, 2015. Disponível em: http://portalsaude.saude.gov.br/images/pdf/2015/junho/26/Informe-Campanha-Influenza---Atualiza----o-25-03-2014-final.pdf. 2 - W Paul Glezen & Lone Simonsen. Commentary: Benefits of influenza vaccine in US elderly-new studies raise questions. International Journal of Epidemiology 2006 35(2):352-353. 3 - Nichol, K.L., Margolis, K.L., Wuorenma, J., Von Sternberg, T. The Efficacy and Cost Effectiveness of Vaccination against Influenza among Elderly Persons Living in the Community. N Engl J Med 1994 331: 778-784. 4 - Peter A. Gross Alicia W. Hermogenes Henry S. Sacks Joseph Lau Roland A. Levandowski. The Efficacy of Influenza Vaccine in Elderly Persons. A Meta-Analysis and Review of the Literature. Annals of Internal Medicine, 123(7): 518-527, October 1995. 5 - Lisa A Jackson, Michael L Jackson, Jennifer C Nelson, Kathleen M Neuzil, Noel S Weiss. Evidence of bias in estimates of influenza vaccine effectiveness in seniors. International Journal of Epidemiology 2006 35(2):337-344.;Problemas na estimativa da população alvo e no registro de vacinações.;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
43;G01;Histerectomia;Número de casos de internações hospitalares de residentes do sexo feminino de 20 anos ou mais de idade pagas no Sistema Único de Saúde (SUS), para histerectomia, por 100 mil habitantes, na população residente do sexo feminino de 20 anos ou mais de idade, em determinado espaço geográfico, no ano considerado.;A redução nas taxas internação para histerectomia ao longo do tempo aponta para possíveis mudanças nas práticas de saúde, tais como o uso de procedimentos alternativos mais conservadores.;Numerador: número de cirurgias de histerectomia realizadas em residentes do sexo feminino com 20 anos ou mais de idade X 100.000. Denominador: população total residente do sexo feminino com 20 anos ou mais de idade. Código (SIH/ 1998-2007): 34009035, 34010033, 34011030, 34014039, 34017038, 34022031, 34704124, 34709037, 34710035, 34717030 e 35011017. Código (SIH/2008-2010):0409060100, 0409060119, 0409060127, 0409060135, 0409060143, 0409060151, 0411020030. Critérios de exclusão: histerectomias puerperais ou em oncologia e os diagnósticos relacionados à neoplasias malignas (C51-C58), carcinomas in situ e de comportamento incerto/desconhecido (D06-D09), gravidez, parto e puerpério (O00-O99) e relacionadas a causas externas (V01-Y98).;SIH-SUS e IBGE.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Média complexidade;Adequação.;A Agency for Healtcare Research and Quality (AHRQ) considera que esse indicador: 1) não é uma medida direta de resultado, mas de um aspecto do cuidado que está associado ao resultado, sugerindo seu uso associado a outros indicadores que mensurem aspectos similares do cuidado 2) as características do paciente podem afetar o desempenho desse indicador, requerendo o ajuste por risco (viés de confundimento) 3) há incerteza e básica correlação com medidas amplamente aceitas de processo (básica validade de constructo) 4) benchmark pouco claro - a taxa correta não está bem estabelecida, podendo ser utilizadas as médias nacionais e Regiões como parâmetro de comparação. A subestimação das taxas pode ser devido ao fato que os dados nacionais são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as histerectomias realizadas em instituições privadas com pagamento do procedimento pelo paciente ou plano de saúde e a inclusão no denominador de mulheres histerectomizadas. Os fatores que podem influenciar as tendências das taxas são o desenvolvimento de novas tecnologias para tratamento de afecções uterinas, utilização de diretrizes clínicas e revisão por pares que garantam maior qualidade na assistência, bem como o desejo das pacientes em preservar a fertilidade.;1 - Soria, H. et al. Histerectomia e as doenças ginecológicas benignas: o que está sendo praticado na Residência Médica no Brasil?. Rev. Bras. Ginecol. Obstet. 2007, vol.29, n.2, pp. 67-73. 2 - Lefebvre, G.et al. Hysterectomy. S O G C Clinical Practice Guidelines. Journal of Obstetrics & Gynaecology Canada, 102:1-12, 2002. 3 - Bernstein, S. J. et al. The appropriateness of hiysterectomy. A comparison of care in seven health plans. JAMA, 269(18):2398-402, 1993.;;;2000;2017;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
