cod_sec_inter;nome_sec_inter;nota1;nota2;ano;quint;t_quint;c_escol;t_escol;quintil;escol;f_etaria;t_f_etaria;c_f_etaria;nome_sec
B1300000P0000000000;Taxa de internação por pneumonia bacteriana padronizada por sexo e idade por 100 mil habitantes de 18 anos ou mais;Taxas por 100 mil habitantes;Taxa para a população de 18 anos ou mais;;;;;;0;0;0;;;
B1400000B0000000000;Taxa bruta de internação por gastroenterite por 100 mil habitantes de 1 a 4 anos; ;;;;;;;0;0;0;;;
B1400000P0000000000;Taxa de internação por gastroenterite padronizada por idade e sexo por 100 mil habitantes de 1 a 4 anos;Taxas por 100 mil habitantes;;;;;;;0;0;0;;;
B1500000B0000000000;Taxa bruta de internação por insuficiência cardíaca por 100 mil habitantes de 40 anos ou mais; ;;;;;;;0;0;0;;;
B1500000P0000000000;Taxa de internação por insuficiência cardíaca padronizada por sexo por 100 mil habitantes de 40 anos ou mais;Taxas por 100 mil habitantes;Taxa para a população de 40 anos ou mais;;;;;;0;0;0;;;
B1600000B0000000000;Taxa bruta de mortalidade por diabetes mellitus por 100 mil habitantes de 20 a 79 anos;Taxas por 100 mil habitantes;;;;;;;0;0;0;;;
B1600000P0000000000;Taxa de mortalidade por diabetes mellitus padronizada por sexo e idade por 100 mil habitantes de 20 a 79 anos;Taxas por 100 mil habitantes;;;;;;;0;0;0;;;
B170000000000000000;Casos notificados de sífilis congênita em menores de um ano de idade por 1.000 nascidos vivos;;;;;;;;0;0;0;;;
B180000000000000000;Óbitos maternos devidos a causas diretas por 100.000 nascidos vivos;;;;;;;;0;0;0;;;
B190000000000000000;Percentual de usuários internados com diabetes mellitus que realizaram amputação não traumática de membros inferiores;;;;;;;;0;0;0;;;
C030000000000000000;Percentual de curetagens pós aborto realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência;;;;;;;;0;0;0;;;
C040000000000000000;Percentual de amigdalectomias e adenoidectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência; ;;;;;;;0;0;0;;;
C050000000000000000;Percentual de vasectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência; ;;;;;;;0;0;0;;;
C060000000000000000;Percentual de hemorroidectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência; ;;;;;;;0;0;0;;;
C080000000000000000;Percentual de cirurgias de hérnia inguinal realizadas em regime hospitalar com menos de 1 dia de permanência; ;;;;;;;0;0;0;;;
D010000000000000000;Taxa de abandono do tratamento de tuberculose;;;;;;;;0;0;0;;;
D020000000000000000;Percentual de idosos não vacinados contra gripe;;;;;;;;0;0;0;;;
F010000000000000000;Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de hipertensão arterial e o médico que as atendeu na última consulta era o mesmo das consultas anteriores;;;;;;;;0;0;0;;;
F020000000000000000;Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de diabetes e o médico que as atendeu na última consulta era o mesmo das consultas anteriores;;;;;;;;0;0;0;;;
F030000000000000000;Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de hipertensão arterial  que na última consulta tiveram os exames vistos pelo médico;;;;;;;;0;0;0;;;
F040000000000000000;Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de diabetes que na última consulta tiveram os exames vistos pelo médico;;;;;;;;0;0;0;;;
G0100000B0000000000;Taxa bruta de histerectomias por 100 mil mulheres de 20 anos ou mais; ;;;;;;;0;0;0;;;
G0100000P0000000000;Taxa de histerectomias padronizada por idade por 100 mil mulheres de 20 anos ou mais;Taxas por 100 mil mulheres;;;;;;;0;0;0;;;
G020000000000000000;Tempo médio de permanência hospitalar de pacientes de 60 anos ou mais, por fratura no quadril; ;;;;;;;0;0;0;;;
G020000000005059000;Tempo médio de permanência hospitalar de pacientes de 50 a 59 anos, por fratura no quadril;;;;;;;;0;0;1;Tempo médio de permanência hospitalar de pacientes com fratura no quadril, por faixas de idade;50 a 59;
G020000000006069000;Tempo médio de permanência hospitalar de pacientes de 60 a 69 anos, por fratura no quadril;;;;;;;;0;0;1;Tempo médio de permanência hospitalar de pacientes com fratura no quadril, por faixas de idade;60 a 69;
G020000000007079000;Tempo médio de permanência hospitalar de pacientes de 70 a 79 anos, por fratura no quadril;;;;;;;;0;0;1;Tempo médio de permanência hospitalar de pacientes com fratura no quadril, por faixas de idade;70 a 79;
G020000000008000000;Tempo médio de permanência hospitalar de pacientes de 80 anos ou mais, por fratura no quadril;;;;;;;;0;0;1;Tempo médio de permanência hospitalar de pacientes com fratura no quadril, por faixas de idade;80 ou mais;
G030000000000000000;Percentual de meningites bacterianas que tiveram confirmação diagnóstica laboratorialmente; ;;;;;;;0;0;0;;;
G040000000000000000;Percentual de partos cesáreos; ;;;;;;;0;0;0;;;
G040010300000000000;Percentual de partos cesáreos entre mães com 1 a 3 anos de escolaridade;;;;;;1 a 3;Percentual de partos cesáreos, por anos de estudo da mãe;0;1;0;;;2
G040040700000000000;Percentual de partos cesáreos entre mães com 4 a 7 anos de escolaridade;;;;;;4 a 7;Percentual de partos cesáreos, por anos de estudo da mãe;0;1;0;;;3
G040081100000000000;Percentual de partos cesáreos entre mães com 8 a 11 anos de escolaridade;;;;;;8 a 11;Percentual de partos cesáreos, por anos de estudo da mãe;0;1;0;;;4
G040111100000000000;Percentual de partos cesáreos entre mães com menos de 1 ano de escolaridade;;;;;;< 1;Percentual de partos cesáreos, por anos de estudo da mãe;0;1;0;;;1
G040120000000000000;Percentual de partos cesáreos entre mães com 12 ou mais anos de escolaridade;;;;;;12 ou mais;Percentual de partos cesáreos, por anos de estudo da mãe;0;1;0;;;5
G050000000000000000;Percentual de gestantes vacinadas contra o tétano;;;;;;;;0;0;0;;;
G080000000000000000;Percentual de nascidos vivos cujas mães fizeram mais de 6 consultas de pré-natal; ;;;;;;;0;0;0;;;
G080010300000000000;Percentual de nascidos vivos cujas mães com 1 a 3 anos de escolaridade fizeram mais de 6 consultas de pré-natal;;;;;;1 a 3;Percentual de nascidos vivos de mães que fizeram mais de 6 consultas pré-natal, por anos de estudo da mãe;0;1;0;;;2
G080040700000000000;Percentual de nascidos vivos cujas mães com 4 a 7 anos de escolaridade fizeram mais de 6 consultas de pré-natal;;;;;;4 a 7;Percentual de nascidos vivos de mães que fizeram mais de 6 consultas pré-natal, por anos de estudo da mãe;0;1;0;;;3
G080081100000000000;Percentual de nascidos vivos cujas mães com 8 a 11 anos de escolaridade fizeram mais de 6 consultas de pré-natal;;;;;;8 a 11;Percentual de nascidos vivos de mães que fizeram mais de 6 consultas pré-natal, por anos de estudo da mãe;0;1;0;;;4
G080111100000000000;Percentual de nascidos vivos cujas mães com menos de 1 ano de escolaridade fizeram mais de 6 consultas de pré-natal;;;;;;< 1;Percentual de nascidos vivos de mães que fizeram mais de 6 consultas pré-natal, por anos de estudo da mãe;0;1;0;;;1
G080120000000000000;Percentual de nascidos vivos cujas mães com 12 anos ou mais de escolaridade fizeram mais de 6 consultas de pré-natal;;;;;;12 ou mais;Percentual de nascidos vivos de mães que fizeram mais de 6 consultas pré-natal, por anos de estudo da mãe;0;1;0;;;5
G100000000000000000;Razão entre diálise e transplante renal; ;;;;;;;0;0;0;;;
G130000000000000000;Percentual de pacientes com AVC, internados por até 7 dias, que realizaram tomografia computadorizada; ;;;;;;;0;0;0;;;
H010000000000000000;Infecção por Hepatite C decorrente do cuidado em saúde;;;;;;;;0;0;0;;;
K010000000000000000;Gasto nacional em saúde (privado mais público) como porcentagem do PIB;;;;;;;;0;0;0;;;
K060000000000000000;Participação do SUS no financiamento de internações reportadas por usuários ;;;;;;;;0;0;0;;;
K060000000010000000;Participação do SUS no financiamento de internações reportadas por usuários do primeiro quintil de renda;;;;Q1;Participação do SUS no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K060000000020000000;Participação do SUS no financiamento de internações reportadas por usuários do segundo quintil de renda;;;;Q2;Participação do SUS no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K060000000030000000;Participação do SUS no financiamento de internações reportadas por usuários do terceiro quintil de renda;;;;Q3;Participação do SUS no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K060000000040000000;Participação do SUS no financiamento de internações reportadas por usuários do quarto quintil de renda;;;;Q4;Participação do SUS no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K060000000050000000;Participação do SUS no financiamento de internações reportadas por usuários do quinto quintil de renda;;;;Q5;Participação do SUS no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K060000000100000000;Participação do SUS no financiamento de internações reportadas por usuários residentes em área urbana;;;;;;;;0;0;0;;;
K060000000200000000;Participação do SUS no financiamento de internações reportadas por usuários residentes em área rural;;;;;;;;0;0;0;;;
K060010800000000000;Participação do SUS no financiamento de internações reportadas por usuários com 1 a 8 anos de escolaridade;;;;;;1 a 8;Participação do SUS no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;2
K060091100000000000;Participação do SUS no financiamento de internações reportadas por usuários com 9 a 11 anos de escolaridade;;;;;;9 a 11;Participação do SUS no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;3
K060111100000000000;Participação do SUS no financiamento de internações reportadas por usuários com menos de 1 ano de escolaridade;;;;;;< 1;Participação do SUS no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;1
K060120000000000000;Participação do SUS no financiamento de internações reportadas por usuários com 12 anos ou mais de escolaridade;;;;;;12 ou mais;Participação do SUS no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;4
K061000000000000000;Participação do SUS no financiamento de internações reportadas por homens;;;;;;;;0;0;0;;;
K062000000000000000;Participação do SUS no financiamento de internações reportadas por mulheres;;;;;;;;0;0;0;;;
K070000000000000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários ;;;;;;;;0;0;0;;;
K070000000010000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários do primeiro quintil de renda;;;;Q1;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K070000000020000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários do segundo quintil de renda;;;;Q2;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K070000000030000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários do terceiro quintil de renda;;;;Q3;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K070000000040000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários do quarto quintil de renda;;;;Q4;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K070000000050000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários do quinto quintil de renda;;;;Q5;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K070000000100000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários residentes em área urbana;;;;;;;;0;0;0;;;
K070000000200000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários residentes em área rural;;;;;;;;0;0;0;;;
K070010800000000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários com 1 a 8 anos de escolaridade;;;;;;1 a 8;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;2
K070091100000000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários com 9 a 11 anos de escolaridade;;;;;;9 a 11;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;3
K070111100000000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários com menos de 1 ano de escolaridade;;;;;;< 1;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;1
K070120000000000000;Participação dos planos de saúde no financiamento de internações reportadas por usuários com 12 anos ou mais de escolaridade;;;;;;12 ou mais;Participação dos planos e seguros privados de saúde no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;4
K071000000000000000;Participação dos planos de saúde no financiamento de internações reportadas por homens;;;;;;;;0;0;0;;;
K072000000000000000;Participação dos planos de saúde no financiamento de internações reportadas por mulheres;;;;;;;;0;0;0;;;
K080000000000000000;Participação do gasto direto no financiamento de internações reportadas por usuários;;;;;;;;0;0;0;;;
K080000000010000000;Participação do gasto direto no financiamento de internações reportadas por usuários do primeiro quintil de renda;;;;Q1;Participação do gasto direto no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K080000000020000000;Participação do gasto direto no financiamento de internações reportadas por usuários do segundo quintil de renda;;;;Q2;Participação do gasto direto no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K080000000030000000;Participação do gasto direto no financiamento de internações reportadas por usuários do terceiro quintil de renda;;;;Q3;Participação do gasto direto no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K080000000040000000;Participação do gasto direto no financiamento de internações reportadas por usuários do quarto quintil de renda;;;;Q4;Participação do gasto direto no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K080000000050000000;Participação do gasto direto no financiamento de internações reportadas por usuários do quinto quintil de renda;;;;Q5;Participação do gasto direto no financiamento de internações reportadas por usuários, por quintil de renda;;;1;0;0;;;
K080000000100000000;Participação do gasto direto no financiamento de internações reportadas por usuários residentes em área urbana;;;;;;;;0;0;0;;;
K080000000200000000;Participação do gasto direto no financiamento de internações reportadas por usuários residentes em área rural;;;;;;;;0;0;0;;;
K080010800000000000;Participação do gasto direto no financiamento de internações reportadas por usuários com 1 a 8 anos de escolaridade;;;;;;1 a 8;Participação do gasto direto no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;2
K080091100000000000;Participação do gasto direto no financiamento de internações reportadas por usuários com 9 a 11 anos de escolaridade;;;;;;9 a 11;Participação do gasto direto no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;3
K080111100000000000;Participação do gasto direto no financiamento de internações reportadas por usuários com menos de 1 ano de escolaridade;;;;;;< 1;Participação do gasto direto no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;1
K080120000000000000;Participação do gasto direto no financiamento de internações reportadas por usuários com 12 anos ou mais de escolaridade;;;;;;12 ou mais;Participação do gasto direto no financiamento de internações reportadas por usuários, por anos de estudo;0;1;0;;;4
K081000000000000000;Participação do gasto direto no financiamento de internações reportadas por homens;;;;;;;;0;0;0;;;
K082000000000000000;Participação do gasto direto no financiamento de internações reportadas por mulheres;;;;;;;;0;0;0;;;
K090000000000000000;Participação do SUS no financiamento de atendimentos reportados por usuários ;;;;;;;;0;0;0;;;
K090000000010000000;Participação do SUS no financiamento de atendimentos reportados por usuários do primeiro quintil de renda;;;;Q1;Participação do SUS no financiamento de atendimentos, por quintil de renda;;;1;0;0;;;
K090000000020000000;Participação do SUS no financiamento de atendimentos reportados por usuários do segundo quintil de renda;;;;Q2;Participação do SUS no financiamento de atendimentos, por quintil de renda;;;1;0;0;;;
K090000000030000000;Participação do SUS no financiamento de atendimentos reportados por usuários do terceiro quintil de renda;;;;Q3;Participação do SUS no financiamento de atendimentos, por quintil de renda;;;1;0;0;;;
K090000000040000000;Participação do SUS no financiamento de atendimentos reportados por usuários do quarto quintil de renda;;;;Q4;Participação do SUS no financiamento de atendimentos, por quintil de renda;;;1;0;0;;;
K090000000050000000;Participação do SUS no financiamento de atendimentos reportados por usuários do quinto quintil de renda;;;;Q5;Participação do SUS no financiamento de atendimentos, por quintil de renda;;;1;0;0;;;
K090000000100000000;Participação do SUS no financiamento de atendimentos reportados por usuários residentes em área urbana;;;;;;;;0;0;0;;;
K090000000200000000;Participação do SUS no financiamento de atendimentos reportados por usuários residentes em área rural;;;;;;;;0;0;0;;;
K090010800000000000;Participação do SUS no financiamento de atendimentos reportados por usuários com 1 a 8 anos de escolaridade;;;;;;1 a 8;Participação do SUS no financiamento de atendimentos, por anos de estudo;0;1;0;;;2
K090091100000000000;Participação do SUS no financiamento de atendimentos reportados por usuários com 9 a 11 anos de escolaridade;;;;;;9 a 11;Participação do SUS no financiamento de atendimentos, por anos de estudo;0;1;0;;;3
K090111100000000000;Participação do SUS no financiamento de atendimentos reportados por usuários com menos de 1 ano de escolaridade;;;;;;< 1;Participação do SUS no financiamento de atendimentos, por anos de estudo;0;1;0;;;1
K090120000000000000;Participação do SUS no financiamento de atendimentos reportados por usuários com 12 anos ou mais de escolaridade;;;;;;12 ou mais;Participação do SUS no financiamento de atendimentos, por anos de estudo;0;1;0;;;4
K091000000000000000;Participação do SUS no financiamento de atendimentos reportados por homens;;;;;;;;0;0;0;;;
K092000000000000000;Participação do SUS no financiamento de atendimentos reportados por mulheres;;;;;;;;0;0;0;;;
K100000000000000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários ;;;;;;;;0;0;0;;;
K100000000010000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários do primeiro quintil de renda;;;;Q1;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por quintil de renda;;;1;0;0;;;
K100000000020000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários do segundo quintil de renda;;;;Q2;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por quintil de renda;;;1;0;0;;;
K100000000030000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários do terceiro quintil de renda;;;;Q3;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por quintil de renda;;;1;0;0;;;
K100000000040000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários do quarto quintil de renda;;;;Q4;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por quintil de renda;;;1;0;0;;;
K100000000050000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários do quinto quintil de renda;;;;Q5;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por quintil de renda;;;1;0;0;;;
K100000000100000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários residentes em área urbana;;;;;;;;0;0;0;;;
K100000000200000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários residentes em área rural;;;;;;;;0;0;0;;;
K100010800000000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários com 1 a 8 anos de escolaridade;;;;;;1 a 8;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por anos de estudo;0;1;0;;;2
K100091100000000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários com 9 a 11 anos de escolaridade;;;;;;9 a 11;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por anos de estudo;0;1;0;;;3
K100111100000000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários com menos de 1 ano de escolaridade;;;;;;< 1;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por anos de estudo;0;1;0;;;1
K100120000000000000;Participação dos planos de saúde no financiamento de atendimentos reportados por usuários com 12 anos ou mais de escolaridade;;;;;;12 ou mais;Participação dos planos e seguros privados de saúde no financiamento de atendimentos ambulatoriais reportados por usuários, por anos de estudo;0;1;0;;;4
K101000000000000000;Participação dos planos de saúde no financiamento de atendimentos reportados por homens;;;;;;;;0;0;0;;;
K102000000000000000;Participação dos planos de saúde no financiamento de atendimentos reportados por mulheres;;;;;;;;0;0;0;;;
K140000000000000000;Gasto público per capita em saúde (em R$); ;;;;;;;0;0;0;;;
K140000000000000010;Gasto público municipal per capita em saúde (em R$);;;;;;;;0;0;0;;;
K140000000000000010;Gasto público total dos municípios em saúde por habitante (em R$);;;;;;;;0;0;0;;;
K140000000000000020;Gasto público estadual per capita em saúde (em R$);;;;;;;;0;0;0;;;
K140000000000000020;Gasto público total dos estados em saúde por habitante (em R$);;;;;;;;0;0;0;;;
K140000000000000030;Gasto público federal per capita em saúde (em R$);;;;;;;;0;0;0;;;
K140000000000000030;Gasto público total da União em saúde por habitante (em R$);;;;;;;;0;0;0;;;
K150000000000000000;Gasto público em saúde como proporção do gasto público total;;;;;;;;0;0;0;;;
K150000000000000010;Gasto público municipal em saúde como proporção do gasto público total;;;;;;;;0;0;0;;;
K150000000000000020;Gasto público estadual em saúde como proporção do gasto público total;;;;;;;;0;0;0;;;
K150000000000000030;Gasto público federal em saúde como proporção do gasto público total;;;;;;;;0;0;0;;;
K160000000000000010;Relação entre o gasto público em saúde em um determinado ano e o gasto público em saúde no ano imediatamente anterior;;;;;;;;0;0;0;;;
K160000000000000020;Relação entre o gasto público em saúde em um determinado ano e o gasto público em saúde no ano imediatamente anterior;;;;;;;;0;0;0;;;
K160000000000000030;Relação entre o gasto público em saúde em um determinado ano e o gasto público em saúde no ano imediatamente anterior;;;;;;;;0;0;0;;;
K170000000000000000;Proporção dos recursos destinados ao investimento público em saúde do governo federal em relação ao gasto público em saúde do governo federal;;;;;;;;0;0;0;;;
K210000000000000010;Gasto municipal em saúde como porcentagem do total do gasto público em saúde;;;;;;;;0;0;0;;;
K210000000000000020;Gasto estadual em saúde como porcentagem do total do gasto público em saúde;;;;;;;;0;0;0;;;
K210000000000000030;Gasto federal em saúde como porcentagem do total do gasto público em saúde;;;;;;;;0;0;0;;;
K330000000000000000;Gasto total com ações e serviços públicos de saúde per capita (valores referentes ao ano 2000);;;;;;;;0;0;0;;;
K330000000000000010;Gasto municipal com ações e serviços públicos de saúde per capita (valores referentes ao ano 2000);;;;;;;;0;0;0;;;
K330000000000000020;Gasto estadual com ações e serviços públicos de saúde per capita (valores referentes ao ano 2000);;;;;;;;0;0;0;;;
K330000000000000030;Gasto federal com ações e serviços públicos de saúde per capita (valores referentes ao ano 2000);;;;;;;;0;0;0;;;
K340000000000000000;Percentual do gasto de produção ambulatorial e hospitalar em relação ao gasto em saúde;;;;;;;;0;0;0;;;
K350000000000000000;Gastos SUS per capita com produção ambulatorial e hospitalar;;;;;;;;0;0;0;;;
K360000000000000000;Recursos próprios por habitante (em R$);;;;;;;;0;0;0;;;
K380000000000000000;Percentagem das transferências SUS em relação ao gasto público em saúde; ;;;;;;;0;0;0;;;
K380000000000000010;Percentagem das transferências SUS em relação ao gasto público municipal em saúde;;;;;;;;0;0;0;;;
K380000000000000020;Percentagem das transferências SUS em relação ao gasto público estadual em saúde ;;;;;;;;0;0;0;;;
K380000000000000030;Percentagem das transferências SUS em relação ao gasto público em saúde;;;;;;;;0;0;0;;;
K390000000000000000;Gasto público em saúde como proporção do PIB; ;;;;;;;0;0;0;;;
K400000000000000000;Percentual dos recursos próprios destinados à saúde;;;;;;;;0;0;0;;;
K410000000000000000;Gasto público total em saúde por habitante;;;;;;;;0;0;0;;;
K410000000000000010;Gasto municipal em saúde por habitante;;;;;;;;0;0;0;;;
K410000000000000020;Gasto estadual em saúde por habitante;;;;;;;;0;0;0;;;
K410000000000000030;Gasto federal em saúde por habitante;;;;;;;;0;0;0;;;
K420000000000000000;Recursos próprios destinados à saúde por habitante (em R$);;;;;;;;0;0;0;;;
K430000000000000000;Total das transferências SUS por habitante (em R$);;;;;;;;0;0;0;;;
K510000000000000000;Gasto público total em saúde por habitante (em R$);;;;;;;;0;0;0;;;
L010000000000000000;Percentual de analfabetismo entre pessoas de 15 anos ou mais;;;;;;;;0;0;0;;;
L020000000000000000;Média de anos de escolaridade da população de 25 anos ou mais;;;;;;;;0;0;0;;;
L030000000000000000;Percentual de desemprego entre pessoas de 16 anos ou mais;;;;;;;;0;0;0;;;
L040000000000000000;Percentual da população ocupada com carteira assinada;;;;;;;;0;0;0;;;
L060000000000000000;Percentual da população residente com renda domiciliar mensal per capita de até meio salário mínimo;;;;;;;;0;0;0;;;
L070000000000000000;Razão entre a renda dos 10% mais ricos e a dos 40% mais pobres;;;;;;;;0;0;0;;;
L080000000000000000;Índice de Gini - grau de desigualdade existente na distribuição de indivíduos segundo a renda domiciliar per capita;;;;;;;;0;0;0;;;
L100000000000000000;Renda média per capita (em R$); ;;;;;;;0;0;0;;;
L110000000000000000;Razão de dependência; ;;;;;;;0;0;0;;;
L120000000000000000;Esperança de vida ao nascer;;;;;;;;0;0;0;;;
L121000000000000000;Esperança de vida ao nascer para homens;;;;;;;;0;0;0;;;
L122000000000000000;Esperança de vida ao nascer para mulheres;;;;;;;;0;0;0;;;
L140000000000000000;Índice de Desenvolvimento Humano ; ;;;;;;;0;0;0;;;
L150000000000000000;Taxa de desemprego; ;;;;;;;0;0;0;;;
L160000000000000000;Taxa de desocupação;;;;;;;;0;0;0;;;
L400000000000000000;Densidade demográfica;;;;;;;;0;0;0;;;
L410000000000000000;População total;;;;;;;;0;0;0;;;
L410000000000001000;População de menos de 1 ano de idade;;;;;;;;0;0;1;População por faixa etária;0 a 1;
L410000000000004000;População de menos de 4 anos de idade;;;;;;;;0;0;1;População por faixa etária;0 a 4;
L410000000000014000;População de até 14 anos de idade;;;;;;;;0;0;1;População por faixa etária;0 a 14;
L410000000000104000;População de 1 a 4 anos de idade;;;;;;;;0;0;1;População por faixa etária;1 a 4;
L410000000000506000;População de 5 a 6 anos de idade;;;;;;;;0;0;1;População por faixa etária;5 a 6;
L410000000000509000;População de 5 a 9 anos de idade;;;;;;;;0;0;1;População por faixa etária;5 a 9;
L410000000000709000;População de 7 a 9 anos de idade;;;;;;;;0;0;1;População por faixa etária;7 a 9;
L410000000001014000;População de 10 a 14 anos de idade;;;;;;;;0;0;1;População por faixa etária;10 a 14;
L410000000001517000;População de 15 a 17 anos de idade;;;;;;;;0;0;1;População por faixa etária;15 a 17;
L410000000001519000;População de 15 a 19 anos de idade;;;;;;;;0;0;1;População por faixa etária;15 a 19;
L410000000001559000;População de 15 a 59 anos de idade;;;;;;;;0;0;1;População por faixa etária;15 a 59;
L410000000001819000;População de 18 a 19 anos de idade;;;;;;;;0;0;1;População por faixa etária;18 a 19;
L410000000002024000;População de 20 a 24 anos de idade;;;;;;;;0;0;1;População por faixa etária;20 a 24;
L410000000002549000;População de 25 a 49 anos de idade;;;;;;;;0;0;1;População por faixa etária;25 a 49;
L410000000005059000;População de 50 a 59 anos de idade;;;;;;;;0;0;1;População por faixa etária;50 a 59;
L410000000006000000;População de 60 anos ou mais de idade;;;;;;;;0;0;1;População por faixa etária;60 ou mais;
L410000000006064000;População de 60 a 64 anos de idade;;;;;;;;0;0;1;População por faixa etária;60 a 64;
L410000000006569000;População de 65 a 69 anos de idade;;;;;;;;0;0;1;População por faixa etária;65 a 69;
L410000000007000000;População de 70 anos ou mais de idade;;;;;;;;0;0;1;População por faixa etária;70 ou mais;
L411000000000000000;População masculina total;;;;;;;;0;0;0;;;
L411000000000001000;População masculina de menos de 1 ano de idade;;;;;;;;0;0;1;População masculina por faixa etária;0 a 1;
L411000000000004000;População masculina de menos de 4 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;0 a 4;
L411000000000014000;População masculina de até 14 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;0 a 14;
L411000000000104000;População masculina de 1 a 4 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;1 a 4;
L411000000000506000;População masculina de 5 a 6 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;5 a 6;
L411000000000509000;População masculina de 5 a 9 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;5 a 9;
L411000000000709000;População masculina de 7 a 9 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;7 a 9;
L411000000001014000;População masculina de 10 a 14 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;10 a 14;
L411000000001517000;População masculina de 15 a 17 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;15 a 17;
